"ISO3","Country","Year","Survey","Indicator","Admin","Region_Name","Mean","Median","Lower_CI","Upper_CI","Width_90_CI","Coefficient_of_Variation"
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Mopti_Douentza",0.09301,0.08202,0.03646,0.1824,0.146,0.6152
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Mopti_Koro",0.1301,0.1283,0.08402,0.1853,0.1012,0.2396
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Mopti_Mopti",0.1017,0.09878,0.06631,0.1464,0.08004,0.2503
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Mopti_Tenenkou",0.08866,0.07963,0.03324,0.1675,0.1342,0.5883
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Mopti_Youwarou",0.09007,0.08301,0.03309,0.1757,0.1426,0.5449
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Segou_Baroueli",0.1474,0.1454,0.1024,0.1997,0.0973,0.2046
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Segou_Bla",0.2358,0.2335,0.1875,0.288,0.1005,0.1331
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Segou_Macina",0.2398,0.2368,0.1699,0.3253,0.1555,0.1993
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Segou_Niono",0.2579,0.2536,0.1812,0.347,0.1658,0.201
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Segou_San",0.1897,0.1847,0.1145,0.2809,0.1664,0.2746
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Segou_Segou",0.182,0.1801,0.1383,0.2314,0.09315,0.1568
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Segou_Tominian",0.1638,0.1578,0.09297,0.2511,0.1581,0.314
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Sikasso_Bougouni",0.1795,0.1798,0.1354,0.2267,0.09139,0.1577
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Sikasso_Kadiolo",0.3628,0.3627,0.3291,0.3975,0.06832,0.05727
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Sikasso_Kolondieba",0.1375,0.1352,0.1016,0.1784,0.07676,0.1735
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Sikasso_Koutiala",0.2287,0.226,0.1674,0.297,0.1296,0.1729
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Sikasso_Sikasso",0.1675,0.1664,0.1306,0.2106,0.07998,0.1473
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Sikasso_Yanfolila",0.1399,0.1353,0.08442,0.2114,0.127,0.2911
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Sikasso_Yorosso",0.2216,0.2136,0.1295,0.334,0.2045,0.2889
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Tombouctou_Dire",0.04642,0.04454,0.02642,0.07339,0.04697,0.3253
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Tombouctou_Goundam",0.07349,0.06583,0.03338,0.1408,0.1074,0.5365
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Tombouctou_Gourma-Rharous",0.09444,0.09062,0.04783,0.1579,0.1101,0.3703
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Tombouctou_Niafunke",0.06147,0.05713,0.02806,0.1121,0.08409,0.4614
"MLI","Mali",2018,"ML2018DHS","FP_CUSM_W_MOD",2,"Tombouctou_Tombouctou",0.1043,0.1012,0.06542,0.1541,0.08864,0.2776
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",1,"Bamako",0.7709,0.7709,0.7167,0.8174,0.1007,0.1337
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",1,"Gao",0.4094,0.4094,0.3128,0.5135,0.2008,0.1511
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",1,"Kayes",0.4071,0.4071,0.3524,0.4642,0.1118,0.0838
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",1,"Kidal",0.246,0.246,0.1562,0.3652,0.2091,0.26
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",1,"Koulikouro",0.4892,0.4892,0.4379,0.5407,0.1029,0.06414
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",1,"Mopti",0.2797,0.2797,0.2225,0.3452,0.1228,0.1338
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",1,"Segou",0.3534,0.3534,0.3149,0.3938,0.0789,0.06801
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",1,"Sikasso",0.3423,0.3423,0.2987,0.3887,0.08997,0.08009
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",1,"Tombouctou",0.2645,0.2645,0.1948,0.3482,0.1533,0.177
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Bamako_Bamako",0.7686,0.7705,0.7163,0.8154,0.09914,0.132
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Gao_Ansongo",0.3692,0.3642,0.2315,0.5269,0.2953,0.2474
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Gao_Bourem",0.4786,0.4756,0.3671,0.6013,0.2342,0.1492
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Gao_Gao",0.409,0.4088,0.2915,0.5326,0.2411,0.1768
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Gao_Menaka",0.424,0.42,0.2261,0.6244,0.3983,0.281
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kayes_Bafoulabe",0.4416,0.4399,0.3455,0.5445,0.199,0.1372
